# mean_posi 	 mean_energy 	 mean_weight 
1.0572272670834275 	 4.2302336319324088 	 0.7574929490571842 
1.1024106314639250 	 4.4144131071664514 	 0.7469262004469167 
1.1302021357912218 	 4.5286439626956509 	 0.7391597704492748 
1.1498337623528534 	 4.6098324821066194 	 0.7338606375278335 
1.1645646384439292 	 4.6695113856439479 	 0.7309167856582474 
1.1739578105797133 	 4.7104377963895754 	 0.7279565162572251 
1.1813514780629313 	 4.7403399543441251 	 0.725917275884218 
1.1889731607148182 	 4.7725645968071388 	 0.7241505072749439 
1.1907253435176186 	 4.7791781551520938 	 0.7228731588838437 
1.1910050172928526 	 4.7824967054310221 	 0.7232300595265496 
1.1920402994674473 	 4.7867044656837496 	 0.7232292591999026 
1.1964428320979603 	 4.8045214715343496 	 0.7221275002595635 
1.1954717686874767 	 4.8012938771985452 	 0.7215478041916349 
1.1900381653182317 	 4.7784434969078484 	 0.722635991077867 
1.1873809754667561 	 4.7672502462344157 	 0.7236695232060797 
1.1886487473257834 	 4.7723924533129898 	 0.7241522052996987 
1.1916403337954389 	 4.7844029845826963 	 0.7233713468737868 
1.1928891914203543 	 4.7886127628683388 	 0.7229849024969074 
1.1958902949029127 	 4.8009160484534270 	 0.7227588123556573 
1.1987781122699013 	 4.8127090643622950 	 0.7225186993791681 
1.1990848473926801 	 4.8145977904036004 	 0.7220159715855575 
1.1980681899898140 	 4.8099842594713502 	 0.7222175377266613 
1.2013894224047983 	 4.8247390436573614 	 0.72179055172131 
1.2057532556621318 	 4.8422876753168635 	 0.7206748815562626 
1.2045033079343248 	 4.8369768906115906 	 0.720060108168048 
1.1995399794076775 	 4.8180323540884826 	 0.720621097012195 
1.1933087819477923 	 4.7913187507998281 	 0.7219430640194754 
1.1973845916579258 	 4.8080092474120875 	 0.7225477084107007 
1.1979124659535567 	 4.8119876680642433 	 0.7213711371883796 
1.1974004671257272 	 4.8095684014463691 	 0.7218170795076653 
1.1974287739924403 	 4.8088220853753398 	 0.7218137623263764 
1.1941114461480309 	 4.7951815361159582 	 0.7225280385399085 
1.1914928082770300 	 4.7838395398972953 	 0.7233428852940349 
1.1895121686364383 	 4.7765301120240515 	 0.7233576912747426 
1.1888126002842136 	 4.7728855499388052 	 0.7238842508904128 
1.1935333905217602 	 4.7928863732674518 	 0.7228108400167421 
1.1958920120434697 	 4.8028672909684591 	 0.7225384134045155 
1.1939772563700464 	 4.7954580156195368 	 0.7225748894696717 
1.1922947605376502 	 4.7874682403454907 	 0.7228382229716505 
1.1964213582304568 	 4.8037709719188264 	 0.7224635658509114 
1.1959344908665719 	 4.8021669952817456 	 0.7223249920926964 
1.1926068868252941 	 4.7865777689614442 	 0.7228666104042947 
1.1913331841471222 	 4.7823218584422698 	 0.7228923499868877 
1.1960961801008163 	 4.8017856578858540 	 0.7228582558161912 
1.1946695944374319 	 4.7962928799591618 	 0.7224653033941232 
1.1964149985903516 	 4.8028205042782588 	 0.722749882870416 
1.1961316834995424 	 4.8020722807908598 	 0.7218177535180578 
1.2010559446852365 	 4.8219855557821178 	 0.7214966668087112 
1.2023183642214643 	 4.8274342985563017 	 0.7211273919476694 
1.1996227241587947 	 4.8173849052195621 	 0.72120633018719 
1.2009682069949614 	 4.8233401795944832 	 0.7211493201972597 
1.1987437825513474 	 4.8138174683126636 	 0.7213402320072142 
1.1928059966560496 	 4.7895703139685057 	 0.7220616188468152 
1.1957332635788136 	 4.8010957521907374 	 0.7227832884473092 
1.1933645275512077 	 4.7897622042478689 	 0.7230581780569236 
1.1974373557787876 	 4.8074911247934136 	 0.7224865232631362 
1.1972032266964654 	 4.8071291873112258 	 0.7220082963639017 
1.1986147891462047 	 4.8131171534359867 	 0.721612512963578 
1.1919532820684065 	 4.7855765377129034 	 0.7225180759357499 
1.1922097439826138 	 4.7872063457205867 	 0.7228264272636392 
1.1907090381524947 	 4.7811329374148936 	 0.7235598919656172 
1.1919785535564875 	 4.7845844835423605 	 0.7234183809304531 
1.1915619557384649 	 4.7836250197303185 	 0.7229469988352772 
1.1947752859426994 	 4.7973550622001078 	 0.7225467467048816 
1.1956344684640596 	 4.8004252499035962 	 0.7225167246849482 
1.1948321116401954 	 4.7968961658727478 	 0.7224880532137443 
1.1942785645700691 	 4.7941875514649306 	 0.7225774756843403 
1.1955231210938442 	 4.7991502522591869 	 0.7232247728571977 
1.1980623466601434 	 4.8095986541489806 	 0.7218557756691124 
1.1930522488218938 	 4.7910344023887292 	 0.7227277904114748 
1.1968763658574744 	 4.8055912721983898 	 0.7223482432996541 
1.1970814052089007 	 4.8065022777993285 	 0.7218862238484539 
1.1918643300208394 	 4.7850206586775670 	 0.7225650405338272 
1.1866099954442642 	 4.7649118489290903 	 0.724157434330537 
1.1907227809396670 	 4.7816118209602791 	 0.7235549977551151 
1.1931774243796511 	 4.7909636419179042 	 0.7233676704560278 
1.1948594309253162 	 4.7977044025690683 	 0.7224133650994728 
1.1936596335223881 	 4.7928115270000538 	 0.7224850749148733 
1.1992274806888050 	 4.8161914903167116 	 0.7220909418419068 
1.1955013597669337 	 4.8012395647679513 	 0.7217909271202154 
1.1999373830235580 	 4.8188281753861455 	 0.7217424369219309 
1.1953429012774601 	 4.7998908699586140 	 0.7217105128419111 
1.1848708825896701 	 4.7581948189294385 	 0.7233740099143293 
1.1873592492351830 	 4.7673200596682523 	 0.7246643631468418 
1.1882571708316287 	 4.7696793721700796 	 0.7239512954175862 
1.1943933452319151 	 4.7943384509560847 	 0.7232402276953486 
1.1968817068359427 	 4.8057656098859729 	 0.7223202992629362 
1.1956636101244387 	 4.8006973049747979 	 0.7217067498523495 
1.1920709857618406 	 4.7852665772507423 	 0.7226287853064567 
1.1893866080763040 	 4.7755285377008603 	 0.7232190084713538 
1.1950447953419854 	 4.7986967080087428 	 0.7228363639086249 
1.1884382792116590 	 4.7697980251628680 	 0.7235205470878077 
1.1945860682170266 	 4.7968593016027503 	 0.7229025202421963 
1.1959577426406793 	 4.8009006303474981 	 0.722158189548598 
1.1900326131273502 	 4.7763815986175828 	 0.7227210301972254 
1.1930162233543964 	 4.7889742730767138 	 0.7230801936913004 
1.1917363844620217 	 4.7843012342760165 	 0.7233676789490684 
1.1943273156490151 	 4.7946795662239081 	 0.7230040531587433 
1.1956893302591771 	 4.8011434381242690 	 0.7222558369348543 
1.2004030107872568 	 4.8208372216614315 	 0.721725809930033 
1.2010476407749513 	 4.8240544280595383 	 0.7204010826906931 
1.2014194975794981 	 4.8257105839079593 	 0.7206801967628474 
1.1947390600511898 	 4.7977464437294097 	 0.7219333423719294 
1.1915546539781561 	 4.7836994756565367 	 0.7233263647156308 
1.1942209025989143 	 4.7953336216020421 	 0.722469240233143 
1.1941426939121134 	 4.7950036133023781 	 0.7225016365247314 
1.1956063585523735 	 4.8028690008901140 	 0.7226412093398851 
1.1945633485758387 	 4.7977338880408240 	 0.7223543510709481 
1.1958713204885048 	 4.8020781043400653 	 0.7227665756851994 
1.1987322724776777 	 4.8147922506576259 	 0.7214899279098717 
1.1958107826613573 	 4.8034015591131105 	 0.7223016002772428 
1.1970606446367134 	 4.8065469435204093 	 0.7220069241458887 
1.1927761683641178 	 4.7893128771367115 	 0.7225662532607484 
1.1934898851621172 	 4.7921766247855313 	 0.7228323408966001 
1.1945152599398137 	 4.7955848777343606 	 0.722844324745778 
1.1945666513981654 	 4.7968164482309765 	 0.7224010922656473 
1.1951875500454407 	 4.7987643663997019 	 0.7222531438905601 
